Ref,LEA_Name,Reference,Contract,POST Participating,City,Latitude,Longitude,County,State,LEA_Type,Site,Policy_Manual_Exists,Mil_Equip_Policy_Exists,Military Equipment Inventory Exists,QA_Policy_Manual,QA_Mil_Equip_Policy,QA Mil_Equip_Inventory (if separate),Notes
SB978-491,Santa Barbara County Sheriff's Department,,no,yes,Santa Barbara,34.41938,-119.6990,Santa Barbara County,California,Sheriff,https://www.sbsheriff.org,TRUE,TRUE,,https://www.sbsheriff.org/wp-content/uploads/2021/03/Santa-Barbara-Sheriff-2021-Policy-Manual.pdf,https://www.sbsheriff.org/wp-content/uploads/2022/03/Lexipol-Military-Equipment-Policy-w-Inventory.pdf,,
SB978-492,Santa Barbara Police Department,,no,yes,Santa Barbara,34.41938,-119.6990,Santa Barbara County,California,Police,https://www.santabarbaraca.gov,TRUE,TRUE,TRUE,https://santabarbaraca.gov/sites/default/files/2022-09/2022%20SBPD%20Department%20Policy%20Manual.pdf,https://santabarbaraca.gov/sites/default/files/documents/Police/Military%20Equipment%20Inventory%20Per%20Assembly%20Bill%20No.%20481/Governing%20Body%20Specific%20Equipment%20Approval.pdf,https://santabarbaraca.gov/sites/default/files/documents/Police/Military%20Equipment%20Inventory%20Per%20Assembly%20Bill%20No.%20481/SBPD%20Military%20Equipment%20Inventory%202022.pdf,
SB978-495,Santa Clara County Sheriff's Department,,no,yes,San Jose,37.33865,-121.8854,Santa Clara County,California,Sheriff,https://countysheriff.sccgov.org,TRUE,TRUE,,https://countysheriff.sccgov.org/about-us/so-policies-procedures,https://countysheriff.sccgov.org/sites/g/files/exjcpb406/files/policy/General%20Order%20%2310.08%20Final%20Draft.pdf,,
SB978-496,Santa Clara Police Department,,no,yes,Santa Clara,37.35579,-121.9551,Santa Clara County,California,Police,https://www.santaclaraca.gov,TRUE,TRUE,,https://www.santaclaraca.gov/home/showpublisheddocument/78116/637962389744970000,https://www.santaclaraca.gov/home/showpublisheddocument/76608/637806211924170000,,
SB978-498,Santa Cruz County District Attorney,,no,yes,Santa Cruz,36.97424,-122.0310,Santa Cruz County,California,District Attorney,http://datinternet.co.santa-cruz.ca.us,TRUE,FALSE,FALSE,https://www.santacruzdistrictattorney.us/Portals/24/pdfs/SCDAI%20Policy%20Manual.pdf?ver=2019-12-23-143211-330,,,
SB978-499,Santa Cruz County Sheriff's Department,,no,yes,Santa Cruz,36.97424,-122.0310,Santa Cruz County,California,Sheriff,http://www.scsheriff.com,TRUE,TRUE,,https://www.scsheriff.com/Portals/1/County/sheriff/Policy%205_26_22.pdf,https://www.scsheriff.com/Portals/1/County/sheriff/Policy%205_26_22.pdf,,
SB978-500,Santa Cruz Police Department,,no,yes,Santa Cruz,36.97424,-122.0310,Santa Cruz County,California,Police,https://www.cityofsantacruz.com,TRUE,TRUE,,https://www.cityofsantacruz.com/home/showpublisheddocument/88456/637832021651670000,https://www.cityofsantacruz.com/home/showpublisheddocument/88444/637831499167900000,,
SB978-501,Santa Fe Springs Police Services,Whittier Police Department,yes,yes,Santa Fe Springs,33.94649,-118.0838,Los Angeles County,California,Police,https://www.cityofwhittier.org,TRUE,FALSE,FALSE,https://www.cityofwhittier.org/home/showdocument?id=892,,,
SB978-502,Santa Maria Police Department,,no,yes,Santa Maria,34.95313,-120.4345,Santa Barbara County,California,Police,https://www.cityofsantamaria.org,TRUE,TRUE,TRUE,https://www.cityofsantamaria.org/home/showdocument?id=27046,https://www.cityofsantamaria.org/home/showpublisheddocument/30262/637831197770770000,https://www.cityofsantamaria.org/home/showpublisheddocument/30260/637872810825630000,
SB978-504,Santa Monica Police Department,,no,yes,Santa Monica,34.01158,-118.4923,Los Angeles County,California,Police,https://www.santamonicapd.org,TRUE,TRUE,,https://public.powerdms.com/SANTAMONICACA/tree,https://www.santamonica.gov/media/Police/Policy%20707%20Military%20Equipment%20Draft%20Revision.pdf,,
SB978-505,Santa Paula Police Department,,no,yes,Santa Paula,34.35215,-119.0596,Ventura County,California,Police,https://spcity.org,TRUE,FALSE,FALSE,https://spcity.org/DocumentCenter/View/1200/Santa-Paula-Department-Policy-?bidId=,,,
SB978-506,Santa Rosa Junior College Police Department,,no,yes,Santa Rosa,38.43808,-122.7125,Sonoma County,California,College/University,https://police.santarosa.edu,TRUE,FALSE,FALSE,https://police.santarosa.edu/sites/police.santarosa.edu/files/documents/2020.SRJC_.PD_.TrainingPlan.pdf,,,
SB978-507,Santa Rosa Police Department,,no,yes,Santa Rosa,38.43808,-122.7125,Sonoma County,California,Police,https://srcity.org,TRUE,TRUE,TRUE,https://www.srcity.org/DocumentCenter/View/25467/2019-SRPD-Policy-Manual,https://srcity.org/DocumentCenter/View/35876/Lex-707-Military_Equipment,https://www.srcity.org/DocumentCenter/View/35874/481-Appendix-A,
SB978-508,Sausalito Police Department,,no,yes,Sausalito,37.85924,-122.4886,Marin County,California,Police,https://www.sausalito.gov,TRUE,TRUE,,https://www.sausalito.gov/home/showdocument?id=26616,https://www.sausalito.gov/home/showpublisheddocument/31307/637866717307530000,,
SB978-509,Scotts Valley Police Department,,no,yes,Scotts Valley,37.04957,-122.0185,Santa Cruz County,California,Police,https://www.scottsvalleypd.com,TRUE,TRUE,,https://www.scottsvalleypd.com/_files/ugd/385dfa_8bf0836ef7c24beea7ac209b7584efa5.pdf?index=true,https://www.scottsvalleypd.com/_files/ugd/385dfa_7b089a0014cf4ad89c189682d0e17c34.pdf?index=true,,
SB978-510,Seal Beach Police Department,,no,yes,Seal Beach,33.74256,-118.1052,Orange County,California,Police,https://www.sealbeachca.gov,TRUE,TRUE,,https://www.sealbeachca.gov/Portals/0/Documents/Seal%20Beach%20Department%20Online%20Policy%20Manual%20January%202020.pdf?ver=2020-01-29-113743-830,https://2sr7d8472n573iqofw1mfsq0-wpengine.netdna-ssl.com/wp-content/uploads/2022/04/Seal-Beach-PD-Policy-706-Military-Equipment.pdf,,
SB978-511,Seaside Police Department,,no,yes,Seaside,36.60390,-121.8530,Monterey County,California,Police,http://www.ci.seaside.ca.us,TRUE,TRUE,,http://www.ci.seaside.ca.us/676/Department-Policies,http://www.ci.seaside.ca.us/DocumentCenter/View/12856/AB-481-Military-Equipment,,
SB978-512,Sebastopol Police Department,,no,yes,Sebastopol,38.40179,-122.8251,Sonoma County,California,Police,https://ci.sebastopol.ca.us,TRUE,TRUE,,https://ci.sebastopol.ca.us/SebastopolSite/media/Documents/Police_Dept/Police-Policy-Manual-March-2021.pdf?ext=.pdf,https://ci.sebastopol.ca.us/SebastopolSite/media/Documents/Police_Dept/Policy-705.pdf,,
SB978-513,Selma Police Department,,no,yes,Selma,36.56754,-119.6108,Fresno County,California,Police,http://www.cityofselma.com,TRUE,TRUE,,https://www.cityofselma.com/Document_Center/Department/Police/Selma_PD_Policy_Manual%20031822.pdf,https://www.cityofselma.com/Document_Center/Department/Police/Military%20policy.pdf,,
SB978-514,Shafter Police Department,,no,yes,Shafter,35.50472,-119.2767,Kern County,California,Police,https://www.shafter.com,TRUE,TRUE,,https://www.shafter.com/DocumentCenter/View/5061/2022-01-12-SPD-Policy-Manual?bidId=,https://www.shafter.com/DocumentCenter/View/5220/Military_Equipment_Use_Policy-3-FINAL?bidId=,,
SB978-517,Shasta County Sheriff's Department,,no,yes,Redding,40.58760,-122.3925,Shasta County,California,Sheriff,https://www.co.shasta.ca.us,TRUE,TRUE,,https://www.shastacounty.gov/sheriff/page/shasta-county-sheriffs-office-policy-manual,https://www.co.shasta.ca.us/docs/libraries/sheriff-docs/docs/military_equipment-704-policy.pdf?sfvrsn=c891ab89_0,,
SB978-520,Sierra County Sheriff's Office,,no,yes,Downieville,39.56031,-120.8288,Sierra County,California,Sheriff,http://sierracounty.ca.gov,TRUE,FALSE,FALSE,http://www.sierracounty.ca.gov/DocumentCenter/View/4362/Sierra-County-LE-Policy-Manual,,,
SB978-521,Sierra Madre Police Department,,no,yes,Sierra Madre,34.16187,-118.0572,Los Angeles County,California,Police,https://www.cityofsierramadre.com,TRUE,TRUE,,https://cdn5-hosted.civiclive.com/UserFiles/Servers/Server_212309/File/Departments/Police%20Department/Policy/SMPD%20Policy%20Manual.pdf,https://www.cityofsierramadre.com/UserFiles/Servers/Server_212309/File/Departments/Police%20Department/Police%20Dept%20Files/Military%20Equipment%20policy%20(2).pdf,,
SB978-522,Signal Hill Police Department,,no,yes,Signal Hill,33.79677,-118.1677,Los Angeles County,California,Police,https://www.cityofsignalhill.org,TRUE,TRUE,,https://www.cityofsignalhill.org/DocumentCenter/View/8399/Signal_Hill_PD_Policy_Manual-2022?bidId=,https://www.cityofsignalhill.org/DocumentCenter/View/8399/Signal_Hill_PD_Policy_Manual-2022?bidId=,,
SB978-523,Simi Valley Police Department,,no,yes,Simi Valley,34.28946,-118.7177,Ventura County,California,Police,https://www.simivalley.org,TRUE,TRUE,,https://www.simivalley.org/home/showpublisheddocument/24304/637976364208530000,https://www.simivalley.org/home/showpublisheddocument/24953/637882888375070000,,
SB978-525,Siskiyou County Sheriff's Department,,no,yes,Yreka,41.73122,-122.6357,Siskiyou County,California,Sheriff,https://www.co.siskiyou.ca.us,TRUE,FALSE,FALSE,https://www.co.siskiyou.ca.us/sites/default/files/fileattachments/enforcement_division/page/1491/so_20191231_policymanual.pdf,,,
SB978-529,Solano County Sheriff's Department,,no,yes,Fairfield,38.24924,-122.0443,Solano County,California,Sheriff,https://www.solanocounty.com,TRUE,TRUE,TRUE,https://public.powerdms.com/SolanoCounty/tree,https://www.solanocounty.com/civicax/filebank/blobdload.aspx?blobid=37676,https://www.solanocounty.com/civicax/filebank/blobdload.aspx?blobid=37673,
SB978-531,Soledad Police Department,,no,yes,Soledad,36.42843,-121.3277,Monterey County,California,Police,https://cityofsoledad.com,TRUE,TRUE,,https://www.cityofsoledad.com/download/soledad-pd-policy-manual/,https://www.cityofsoledad.com/2022/04/25/military-equipment-policy-and-ordinance/,,
SB978-534,Sonoma County Probation Department,,no,no,Santa Rosa,38.43808,-122.7125,Sonoma County,California,Probation,https://sonomacounty.ca.gov,TRUE,FALSE,FALSE,https://sonomacounty.ca.gov/Microsites/Permit%20Sonoma/Documents/Archive/Misc/Code-of-Conduct-ADA.pdf,,,
SB978-535,Sonoma County Sheriff's Office,,no,yes,Santa Rosa,38.43808,-122.7125,Sonoma County,California,Sheriff,https://www.sonomasheriff.org,TRUE,TRUE,,https://static1.squarespace.com/static/542ec317e4b0d41ade8801fb/t/5fea1c3a58d2771921767265/1609178182899/Manual+12-23-2020.pdf,https://static1.squarespace.com/static/542ec317e4b0d41ade8801fb/t/628d5f807e73be7919a8c8b7/1653432193010/Military_Equipment+5-24-22.pdf,,
SB978-536,Sonoma Police Department,Sonoma County Sheriff's Department,yes,yes,Sonoma,38.29188,-122.4573,Sonoma County,California,Police,https://www.sonomasheriff.org,TRUE,TRUE,,https://static1.squarespace.com/static/542ec317e4b0d41ade8801fb/t/5fea1c3a58d2771921767265/1609178182899/Manual+12-23-2020.pdf,https://static1.squarespace.com/static/542ec317e4b0d41ade8801fb/t/628d5f807e73be7919a8c8b7/1653432193010/Military_Equipment+5-24-22.pdf,,
SB978-537,Sonora Police Department,,no,yes,Sonora,37.98329,-120.3822,Tuolumne County,California,Police,https://www.sonorapd.com,TRUE,TRUE,,https://www.sonorapd.com/wp-content/uploads/2020/02/Sonora_PD_Policy_Manual1-01-28-2020.pdf,https://www.sonorapd.com/wp-content/uploads/2022/02/Military_Equipment-Policy.pdf,,
SB978-538,South Gate Police Department,,no,yes,South Gate,33.95722,-118.2056,Los Angeles County,California,Police,http://www.cityofsouthgate.org,TRUE,TRUE,,https://www.cityofsouthgate.org/files/sharedassets/public/departments/police/documents/south_gate_pd_policy_manual-1.pdf,https://www.cityofsouthgate.org/files/sharedassets/public/departments/police/documents/military_equipment-02152022.pdf,,
SB978-539,South Lake Tahoe Police Department,,no,yes,South Lake Tahoe,38.91162,-120.0078,El Dorado County,California,Police,https://www.cityofslt.us,TRUE,TRUE,,https://www.cityofslt.us/DocumentCenter/View/13226/September-2020-PD-Policy-update?bidId=,https://www.cityofslt.us/DocumentCenter/View/16581/02-POLICY---Military-Equipment--030122-complete,,
SB978-540,South Pasadena Police Department,,no,yes,South Pasadena,34.11582,-118.1518,Los Angeles County,California,Police,https://www.southpasadenaca.gov,TRUE,TRUE,,https://www.southpasadenaca.gov/home/showpublisheddocument/26461/637613518181470000,https://www.southpasadenaca.gov/home/showpublisheddocument/30458/637981381165570000,,
SB978-541,South San Francisco Police Department,,no,yes,South San Francisco,37.65607,-122.4142,San Mateo County,California,Police,https://www.ssf.net,TRUE,TRUE,TRUE,https://www.ssf.net/Home/ShowDocument?id=17063,https://www.ssf.net/home/showpublisheddocument/28456/638058498573370000,,
SB978-542,Southwestern Community College Police Department,,no,yes,Chula Vista,32.64090,-117.0843,San Diego County,California,College/University,https://www.swccd.edu,TRUE,FALSE,FALSE,https://www.swccd.edu/student-support/college-police/community-programs-and-events/_files/southwestern-college-police-department-procedure-manual-030420.pdf,,,
SB978-544,Stanford University Department of Public Safety,,no,no,Palo Alto,37.44466,-122.1608,Santa Clara County,California,College/University,https://police.stanford.edu,TRUE,FALSE,FALSE,https://police.stanford.edu/policy-procedure-deck.html,,,
SB978-546,Stanislaus County Sheriff's Department,,no,yes,Modesto,37.64155,-121.0035,Stanislaus County,California,Sheriff,https://www.scsdonline.com,TRUE,TRUE,,https://www.scsdonline.com/admin-forms.html?download=175:military-equipment-policy-forms,https://www.scsdonline.com/admin-forms.html?download=175:military-equipment-policy-forms,,
SB978-548,Stockton Police Department,,no,yes,Stockton,37.95373,-121.2905,San Joaquin County,California,Police,http://ww1.stocktonca.gov,TRUE,TRUE,,http://ww1.stocktonca.gov/-/media/Stockton-Website/Departments/Police-Homepage/About-the-Police-Department/Rules-and-Regulations/Files/2c1-RulesandRegsRevisions2017.pdf?la=en&hash=44479EE941CE76034FD1743A317B9CB4746D7FEA,http://ww1.stocktonca.gov/-/media/Stockton-Website/Departments/Police-Homepage/About-the-Police-Department/General-Orders/2022-updates/30222-update/F-02a.pdf?la=en&hash=60A34B21E7AFCF44DFD604C8FE71CAB593A21AE3,,
SB978-551,Suisun City Police Department,,no,yes,Suisun City,38.23912,-122.0369,Solano County,California,Police,https://police.suisun.com,TRUE,TRUE,,https://police.suisun.com/wp-content/uploads/2020/06/Suisun-PD-Policy-Manual.pdf,https://police.suisun.com/wp-content/uploads/2022/03/SCPD-Military-Equipment-Policy-Draft.pdf,,
SB978-552,Sunnyvale Department of Public Safety,,no,yes,Sunnyvale,37.37172,-122.0380,Santa Clara County,California,Police,https://sunnyvale.ca.gov,TRUE,TRUE,,https://www.sunnyvale.ca.gov/home/showpublisheddocument/534/637819071041670000,https://www.sunnyvale.ca.gov/home/showpublisheddocument/3292/637883869782870000,,
SB978-556,Sutter County Sheriff's Department,,no,yes,Yuba City,39.14094,-121.6198,Sutter County,California,Sheriff,https://www.suttercounty.org,TRUE,TRUE,TRUE,https://www.suttersheriff.org/home/showpublisheddocument/5553/637883981428600000,https://www.suttersheriff.org/home/showpublisheddocument/5553/637883981428600000,https://www.suttercounty.org/home/showpublisheddocument/5557,
SB978-558,Taft Police Department,,no,yes,Taft,35.14247,-119.4574,Kern County,California,Police,https://www.cityoftaft.org,TRUE,TRUE,TRUE,https://www.cityoftaft.org/files/documents/TaftPDPolicyManual1743055921021621PM.pdf,https://www.cityoftaft.org/files/documents/MilitaryEquipmentPolicy1739015534051622PM.pdf,https://www.cityoftaft.org/files/documents/MilitaryEquipmentInventory1739020541051622PM.pdf,
SB978-559,Tehachapi Police Department,,no,yes,Tehachapi,35.13224,-118.4491,Kern County,California,Police,https://www.liveuptehachapi.com/29/Tehachapi-Police-Department,TRUE,FALSE,FALSE,https://www.liveuptehachapi.com/DocumentCenter/View/5747/Tehachapi-Police-Department-Manual-of-Policy-and-Procedures,,,
SB978-561,Tehama County Sheriff's Department,,no,yes,Red Bluff,40.17806,-122.2354,Tehama County,California,Sheriff,https://tehamaso.org,TRUE,TRUE,TRUE,https://tehamaso.org/wp-content/uploads/2022/04/RELEASE_20220201_T181753_Tehama_County_SO_Policy_Manual.pdf,https://tehamaso.org/wp-content/uploads/2022/04/RELEASE_20220201_T181753_Tehama_County_SO_Policy_Manual.pdf,https://tehamaso.org/wp-content/uploads/2022/07/reportable-military-equipment-062122.pdf,
SB978-563,Tiburon Police Department,,no,yes,Tiburon,37.88157,-122.4666,Marin County,California,Police,http://www.townoftiburon.org/159/Police,TRUE,TRUE,,https://www.townoftiburon.org/DocumentCenter/View/1991/Tiburon_PD_Policy_Manual_May-2022?bidId=,https://www.townoftiburon.org/DocumentCenter/View/3712/Military_Equipment-Policy-May-reference-draft-OLD?bidId=,,
SB978-564,Torrance Police Department,,no,yes,Torrance,33.83707,-118.3432,Los Angeles County,California,Police,https://www.torranceca.gov/our-city/police,TRUE,TRUE,,https://www.torranceca.gov/home/showpublisheddocument/75700/637937386743070000,https://www.torranceca.gov/home/showpublisheddocument/75626/637934050962700000,,
SB978-565,Tracy Police Department,,no,yes,Tracy,37.73970,-121.4264,San Joaquin County,California,Police,https://www.cityoftracy.org/our-city/departments/police-department,TRUE,TRUE,,https://www.cityoftracy.org/home/showpublisheddocument/142/637447527843330000,https://www.cityoftracy.org/home/showpublisheddocument/12632,,
SB978-569,Trinity County Sheriff's Department,,no,yes,Weaverville,40.73243,-122.9404,Trinity County,California,Sheriff,https://www.trinitycounty.org/Sheriff-Department,TRUE,FALSE,FALSE,https://www.trinitycounty.org/sites/default/files/Sheriff/documents/RELEASE_20210510_T134755_Trinity_County_Sheriff_s_Office_Policy_Manual.pdf,,,
SB978-570,Truckee Police Department,,no,yes,Truckee,39.32612,-120.2121,Nevada County,California,Police,https://www.truckeepolice.com,TRUE,TRUE,,https://www.truckeepolice.com/wp-content/uploads/2020/06/Policy_Manual.pdf,https://www.truckeepolice.com/wp-content/uploads/2022/04/Military-equipment-policy-032822-DRAFT-1.pdf,,
SB978-573,Tulare County Sheriff's Department,,no,yes,Visalia,36.33377,-119.2926,Tulare County,California,Sheriff,https://tularecounty.ca.gov,TRUE,TRUE,,https://tularecounty.ca.gov/sheriff/divisions/policy-training/redacted-detentions-policy/,https://tularecounty.ca.gov/sheriff/community/public-notices/ab-481-military-equipment-policy/,,
SB978-574,Tulare Police Department,,no,yes,Tulare,36.20649,-119.3430,Tulare County,California,Police,https://www.tulare.ca.gov/government/departments/police,TRUE,TRUE,,https://www.tulare.ca.gov/home/showpublisheddocument/19320/637945298959400000,https://www.tulare.ca.gov/home/showpublisheddocument/18986/637868359405300000,,
SB978-577,Tuolumne County Sheriff's Department,,no,yes,Sonora,37.98329,-120.3822,Tuolumne County,California,Sheriff,https://www.tuolumnecounty.ca.gov/341/Sheriffs-Office,TRUE,FALSE,FALSE,https://www.tuolumnecounty.ca.gov/DocumentCenter/View/12131/TCSO-Policy-Manual,,,
SB978-578,Turlock Police Department,,no,yes,Turlock,37.49528,-120.8467,Stanislaus County,California,Police,https://www.cityofturlock.org/policedepartment/index.asp,TRUE,TRUE,TRUE,https://www.cityofturlock.org/_pdf/sb978document.asp?id=52,https://www.cityofturlock.org/_pdf/sb978document.asp?id=52,https://www.cityofturlock.org/_pdf/sb978document.asp?id=51,
SB978-579,Tustin Police Department,,no,yes,Tustin,33.74425,-117.8188,Orange County,California,Police,https://www.tustinca.org,TRUE,TRUE,,https://public.powerdms.com/TUSPD/tree,https://www.tustinca.org/DocumentCenter/View/7010/General-Order-708-Military-Equipment-Use---DRAFT-PDF?bidId=,,
SB978-580,Twin Rivers Unified School District Police Services,,no,yes,McClellan Park,38.662222,-121.401667,Sacramento County,California,School District,https://www.twinriversusd.org,TRUE,FALSE,FALSE,https://www.twinriversusd.org/documents/Police%20Services/Policy%20Manual%2020120807.pdf,,,
SB978-581,UC Berkeley Police Department,,no,yes,Berkeley,37.86988,-122.2705,Alameda County,California,College/University,https://ucpd.berkeley.edu,TRUE,TRUE,TRUE/Draft,https://ucpd.berkeley.edu/sites/default/files/university_of_california_berkeley_police_department_policy_manual_august_2020.pdf,https://ucpd.berkeley.edu/sites/default/files/ucpd_ab_481_report_0.pdf,https://ucpd.berkeley.edu/sites/default/files/ab-481.pdf,This details equipment for each UC PD and has images
SB978-582,UC Davis Police Department,,no,yes,Davis,38.54669,-121.7446,Yolo County,California,College/University,https://police.ucdavis.edu,TRUE,TRUE,TRUE,https://ucdavis.box.com/v/police-dept-policy-manual,https://ucdavis.box.com/s/0snzkk4l1nnuscfhiadxghg7xe2vrmue,https://police.uci.edu/how-do-i/_img/AB481-UC_Equip.pdf,
SB978-583,UC Irvine Police Department,,no,yes,Irvine,33.68730,-117.8259,Orange County,California,College/University,https://www.police.uci.edu,TRUE,TRUE,TRUE,https://www.police.uci.edu/how-do-i/_img/ucipd_policy_manual.pdf,https://www.police.uci.edu/how-do-i/_img/AB481-draft.pdf,https://www.police.uci.edu/how-do-i/_img/AB481-UC_Equip.pdf,
SB978-584,UC Los Angeles Police Department,,no,yes,Los Angeles,34.05357,-118.2454,Los Angeles County,California,College/University,https://www.police.ucla.edu,TRUE,TRUE,TRUE,https://ucla.box.com/v/UCPDPolicyManual,https://ucla.app.box.com/v/706MilitaryEquipment,https://ucla.app.box.com/v/AB481UCEquipment,
SB978-585,UC Merced Police Department,,no,yes,Merced,37.30152,-120.4869,Merced County,California,College/University,https://police.ucmerced.edu,TRUE,TRUE,TRUE,https://police.ucmerced.edu/sites/police.ucmerced.edu/files/page/documents/release_20220829_t180735_uc_merced_police_department_policy_manual_2_1.pdf,https://police.ucmerced.edu/sites/police.ucmerced.edu/files/documents/military_equipment_draft_policy_for_website.pdf,https://police.ucmerced.edu/sites/police.ucmerced.edu/files/documents/ab481-uc_equip.pdf,
SB978-586,UC Riverside Police Department,,no,yes,Riverside,33.98171,-117.3740,Riverside County,California,College/University,https://police.ucr.edu,TRUE,FALSE,FALSE,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjq8pKlmuv6AhX1BjQIHQnyBmwQFnoECAMQAQ&url=https%3A%2F%2Fpolice.ucr.edu%2Fmedia%2F671%2Fdownload%3Fattachment&usg=AOvVaw1LK11GOyhUEWFFYfth7Fuh,,https://police.ucr.edu/document/ab481-uc-equipment,
SB978-587,UC San Diego Police Department,,no,yes,San Diego,32.71568,-117.1617,San Diego County,California,College/University,http://police.ucsd.edu,TRUE,TRUE,,https://policy.ucop.edu/doc/4000382/PoliceProceduresManual,https://police.ucsd.edu/_files/MilitaryEquipmentPolicy.pdf,,
SB978-588,UC San Francisco Police Department,,no,yes,San Francisco,37.75570,-122.4428,San Francisco County,California,College/University,https://police.ucsf.edu,TRUE,FALSE,FALSE,https://www.powerdms.com/public/UCSF/tree,,,
SB978-589,UC Santa Barbara Police Department,,no,yes,Santa Barbara,34.41938,-119.6990,Santa Barbara County,California,College/University,https://www.police.ucsb.edu,TRUE,TRUE,TRUE,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwimxOTjl-v6AhVAGTQIHYAOCJ0QFnoECC4QAQ&url=https%3A%2F%2Fwww.police.ucsb.edu%2Fsites%2Fdefault%2Ffiles%2FPolicy_Manual_RELEASE_03-19-13.pdf&usg=AOvVaw0mHN7TuOVQSVClkFiJ_KD6,https://www.police.ucsb.edu/sites/default/files/Draft%20Military%20Equipment%20Policy%20V10%20Santa%20Barbara%20Final%208.16.22.pdf,https://www.police.ucsb.edu/sites/default/files/AB481-UC_Equip.pdf,
SB978-590,UC Santa Cruz Police Department,,no,yes,Santa Cruz,36.97424,-122.0310,Santa Cruz County,California,College/University,https://police.ucsc.edu,TRUE,TRUE,TRUE,https://police.ucsc.edu/report/policies/index.html,https://police.ucsc.edu/report/policies/chapter-700/military_equipment_policy_710.pdf,https://police.ucsc.edu/ab481-equip.pdf,
SB978-591,Ukiah Police Department,,no,yes,Ukiah,39.15093,-123.2079,Mendocino County,California,Police,https://www.ukiahpolice.com,TRUE,FALSE,FALSE,https://www.ukiahpolice.com/site/assets/files/2785/ukiah_pd_policy_manual_february_2022.pdf,,,
SB978-592,Union City Police Department,,no,yes,Union City,37.58883,-122.0275,Alameda County,California,Police,https://www.unioncity.org/197/Police,TRUE,TRUE,,https://www.unioncity.org/441/Police-Department-Policies,https://www.unioncity.org/DocumentCenter/View/8135/Final-approved-Military_Equipment-16-1,,
SB978-597,Upland Police Department,,no,yes,Upland,34.09940,-117.6510,San Bernardino County,California,Police,https://www.uplandca.gov,TRUE,TRUE,,https://www.uplandca.gov/uploads/images/RELEASE_20220120_T194941_Upland_Police_Department_Policy_Manual.pdf,https://www.uplandca.gov/uploads/files/Military_Equipment%20final%20draft(5).pdf,,
SB978-598,Vacaville Police Department,,no,yes,Vacaville,38.35218,-121.9926,Solano County,California,Police,https://www.ci.vacaville.ca.us,TRUE,TRUE,,https://www.ci.vacaville.ca.us/home/showpublisheddocument/19777/637776603235970000,https://www.ci.vacaville.ca.us/home/showpublisheddocument/20325/637862449845900000,,
SB978-600,Vallejo Police Department,,no,yes,Vallejo,38.10095,-122.2549,Solano County,California,Police,https://vallejopd.net,TRUE,FALSE,FALSE,https://www.vallejopd.net/UserFiles/Servers/Server_16397369/Image/Public%20Information/Codes%20and%20Policies/RELEASE_20210921_T164033_Vallejo_PD_Policy_Manual%20(1).pdf,,,
SB978-601,Ventura County Community College District Police Department,,no,yes,Camarillo,34.22340,-119.0507,Ventura County,California,College/University,https://www.vcccd.edu,TRUE,TRUE,,https://www.vcccd.edu/departments/police/documents-forms,https://www.vcccd.edu/sites/default/files/media/pdf_document/2022/Military%20Equipment%20Policy%20704.pdf,,
SB978-602,Ventura County District Attorney,,no,yes,Ventura,34.28082,-119.2923,Ventura County,California,District Attorney,https://www.vcdistrictattorney.com,TRUE,TRUE,,https://www.vcdistrictattorney.com/wp-content/uploads/2020/08/Ventura-County-DA-CA-Policy-Manual-rev-2021-04-13.pdf,https://www.vcdistrictattorney.com/wp-content/uploads/2022/03/Policy-703-Military-Equipment-word-DRAFT.pdf,,
SB978-603,Ventura County Sheriff's Department,,no,yes,Ventura,34.28082,-119.2923,Ventura County,California,Sheriff,https://www.venturasheriff.org,TRUE,TRUE,,https://www.venturasheriff.org/wp-content/uploads/2021/05/RELEASE_20210504_T182427_Ventura_County_Sheriff_s_Office_Policy_Manual-Public-Copy.pdf,https://s29762.pcdn.co/wp-content/uploads/2022/06/Military_Equipment.pdf,,
SB978-605,Ventura Police Department,,no,yes,Ventura,34.28082,-119.2923,Ventura County,California,Police,https://www.cityofventura.ca.gov,TRUE,FALSE,FALSE,https://www.cityofventura.ca.gov/DocumentCenter/View/27387/Ventura-PD-Policy-Manual-Release,,,
SB978-606,Vernon Police Department,,no,yes,Vernon,34.00513,-118.2302,Los Angeles County,California,Police,http://www.cityofvernon.org,TRUE,TRUE,,https://www.cityofvernon.org/home/showpublisheddocument/106/637611223376000000,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fwww.cityofvernon.org%2Fhome%2Fshowpublisheddocument%2F2239%2F637849120932670000&wdOrigin=BROWSELINK,,
SB978-607,Victor Valley College Police Department,,no,yes,Victorville,34.51167,-117.3236,San Bernardino County,California,College/University,http://www.vvc.edu,TRUE,FALSE,FALSE,https://www.vvc.edu/sites/default/files/2022-01/Lexipol%20Manual%2012-15-21.pdf ,,,
SB978-608,Visalia Police Department,,no,yes,Visalia,36.33377,-119.2926,Tulare County,California,Police,https://www.visalia.city/depts/police/default.asp,TRUE,TRUE,,https://www.visalia.city/depts/police/public_records_act/policy_manual/preface.asp,https://www.visalia.city/documents/Police/Mandated%20Disclosures/708%20-%20Military_Equipment%20(Final)%20(002)-online.pdf,,
